id,name,trig_utc,src_start,src_stop,met_start,met_stop,win_s,saturation,sat_boxes,n_fifo_reset,dead_time_s,n_events_lost,peak_rate_evt_s,max_fifo_backlog,judged_on,note
0,HEB170626040,2017-06-26T00:57:55.80,0.0,10.0,173062678.800000,173062688.800000,10.000,clean,,0,0.000000,0,8882,0,1B,
1,HEB170626400,2017-06-26T09:37:22.32,-3.0,15.0,173093842.320000,173093860.320000,18.000,clean,,0,0.000000,0,37586,64,1B,
2,HEB170705115,2017-07-05T02:45:59.00,-2.0,5.0,173846760.000000,173846767.000000,7.000,clean,,0,0.000000,0,8554,0,1B,
3,HEB170708045,2017-07-08T01:06:11.25,-0.1,0.2,174099974.150000,174099974.450000,0.300,clean,,0,0.000000,0,7443,0,1B,
4,HEB170712139,2017-07-12T03:20:30.00,-8.0,5.0,174453625.000000,174453638.000000,13.000,clean,,0,0.000000,0,4434,0,1B,
5,HEB170714049,2017-07-14T01:10:51.10,-0.1,0.2,174618654.000000,174618654.300000,0.300,clean,,0,0.000000,0,4669,0,1B,
6,HEB170718152,2017-07-18T03:39:30.00,-12.0,6.0,174973161.000000,174973179.000000,18.000,clean,,0,0.000000,0,39493,66,1B,
7,HEB170726248,2017-07-26T05:58:15.42,-0.2,0.8,175672698.220000,175672699.220000,1.000,clean,,0,0.000000,0,4472,0,1B,
8,HEB170726793,2017-07-26T19:02:59.51,-8.0,20.0,175719774.510000,175719802.510000,28.000,clean,,0,0.000000,0,40551,78,1B,
9,HEB170728960,2017-07-28T23:03:19.00,-1.0,15.0,175907001.000000,175907017.000000,16.000,clean,,0,0.000000,0,13325,0,1B,
10,HEB170801208,2017-08-01T04:59:55.25,-0.05,0.1,176187598.200000,176187598.350000,0.150,clean,,0,0.000000,0,10716,0,1B,
11,HEB170802637,2017-08-02T15:18:26.00,0.0,1.0,176311109.000000,176311110.000000,1.000,clean,,0,0.000000,0,49726,192,1B,
12,HEB170803917,2017-08-03T22:00:31.00,0.6,1.2,176421634.600000,176421635.200000,0.600,clean,,0,0.000000,0,10074,0,1B,
13,HEB170805596,2017-08-05T14:18:49.50,0.0,0.3,176566732.500000,176566732.800000,0.300,clean,,0,0.000000,0,8160,0,1B,
14,HEB170805610,2017-08-05T14:38:34.00,0.2,1.2,176567917.200000,176567918.200000,1.000,clean,,0,0.000000,0,5776,0,1B,
15,HEB170817908,2017-08-17T21:47:34.00,0.0,4.0,177630457.000000,177630461.000000,4.000,clean,,0,0.000000,0,12719,0,1B,
16,HEB170825306,2017-08-25T07:22:03.00,-3.0,8.0,178269723.000000,178269734.000000,11.000,clean,,0,0.000000,0,9310,0,1B,
17,HEB170826818,2017-08-26T19:38:58.00,-2.0,10.0,178400339.000000,178400351.000000,12.000,clean,,0,0.000000,0,44022,160,1B,
18,HEB170829270,2017-08-29T06:29:39.90,-0.5,5.0,178612182.400000,178612187.900000,5.500,clean,,0,0.000000,0,35785,145,1B,
19,HEB170901499,2017-09-01T11:59:56.50,-4.0,13.0,178891195.500000,178891212.500000,17.000,clean,,0,0.000000,0,39752,87,1B,
20,HEB170903534,2017-09-03T12:49:11.00,-0.5,13.0,179066953.500000,179066967.000000,13.500,clean,,0,0.000000,0,38873,76,1B,
21,HEB170904406,2017-09-04T09:46:00.62,-4.0,15.0,179142359.620000,179142378.620000,19.000,clean,,0,0.000000,0,37847,82,1B,
22,HEB170906029,2017-09-06T00:43:06.00,-1.0,43.0,179282588.000000,179282632.000000,44.000,clean,,0,0.000000,0,5206,0,1B,
23,HEB170912984,2017-09-12T23:38:12.60,-0.1,0.2,179883495.500000,179883495.800000,0.300,clean,,0,0.000000,0,7184,0,1B,
24,HEB170921030,2017-09-21T00:43:37.00,-0.5,1.8,180578619.500000,180578621.800000,2.300,clean,,0,0.000000,0,6240,0,1B,
25,HEB170923188,2017-09-23T04:31:05.44,-1.5,35.0,180765066.940000,180765103.440000,36.500,clean,,0,0.000000,0,31485,55,1B,
26,HEB170926340,2017-09-26T08:10:39.80,-0.2,4.0,181037442.600000,181037446.800000,4.200,clean,,0,0.000000,0,9041,0,1B,
27,HEB171007498,2017-10-07T11:57:38.27,-0.1,1.8,182001461.170000,182001463.070000,1.900,clean,,0,0.000000,0,4132,0,1B,
28,HEB171008079,2017-10-08T01:54:38.50,-0.1,0.7,182051681.400000,182051682.200000,0.800,clean,,0,0.000000,0,5928,0,1B,
29,HEB171011045,2017-10-11T01:05:36.00,-0.5,10.0,182307938.500000,182307949.000000,10.500,saturated,A,1,0.027792,440,24190,82,1B,
30,HEB171013350,2017-10-13T08:24:42.11,-2.0,20.0,182507083.110000,182507105.110000,22.000,clean,,0,0.000000,0,10431,0,1B,
31,HEB171030728,2017-10-30T17:29:45.00,0.0,0.2,184008588.000000,184008588.200000,0.200,clean,,0,0.000000,0,10739,0,1B,
32,HEB171102106,2017-11-02T02:33:35.99,30.0,56.0,184214048.990000,184214074.990000,26.000,clean,,0,0.000000,0,11084,0,1B,
33,HEB171103965,2017-11-03T23:10:30.04,1.8,2.4,184374634.840000,184374635.440000,0.600,clean,,0,0.000000,0,18191,18,1B,
34,HEB171115217,2017-11-15T05:13:14.70,-0.2,2.5,185346797.500000,185346800.200000,2.700,clean,,0,0.000000,0,5456,0,1B,
35,HEB171120555,2017-11-20T13:20:02.00,-1.0,42.0,185808004.000000,185808047.000000,43.000,saturated,B,1,0.015270,514,41859,132,1B,
36,HEB171124234,2017-11-24T05:38:03.00,-8.0,3.0,186125878.000000,186125889.000000,11.000,clean,,0,0.000000,0,42281,69,1B,
37,HEB171205306,2017-12-05T07:20:43.00,-45.0,-10.0,187082401.000000,187082436.000000,35.000,saturated,C,1,0.015416,326,35528,61,1B,
38,HEB171207054,2017-12-07T01:18:42.45,-0.2,0.3,187233525.250000,187233525.750000,0.500,clean,,0,0.000000,0,7985,0,1B,
39,HEB171209615,2017-12-09T14:46:16.22,-2.0,90.0,187454777.220000,187454869.220000,92.000,clean,,0,0.000000,0,52304,141,1B,
40,HEB171210492,2017-12-10T11:49:16.00,-5.0,25.0,187530554.000000,187530584.000000,30.000,clean,,0,0.000000,0,48444,104,1B,
41,HEB171215705,2017-12-15T16:55:26.57,-5.0,24.0,187980924.570000,187980953.570000,29.000,clean,,0,0.000000,0,38032,64,1B,
42,HEB171223818,2017-12-23T19:38:15.00,-0.1,0.3,188681897.900000,188681898.300000,0.400,clean,,0,0.000000,0,19804,38,1B,
43,HEB171230955,2017-12-30T22:55:34.00,-0.5,16.0,189298536.500000,189298553.000000,16.500,clean,,0,0.000000,0,13517,0,1B,
44,HEB180103047,2018-01-03T01:08:40.00,-5.0,162.0,189565718.000000,189565885.000000,167.000,clean,,0,0.000000,0,46741,200,1B,
45,HEB180103949,2018-01-03T22:47:12.00,0.8,1.4,189643635.800000,189643636.400000,0.600,clean,,0,0.000000,0,6788,0,1B,
46,HEB180110608,2018-01-10T14:35:59.22,-1.0,1.0,190218961.220000,190218963.220000,2.000,clean,,0,0.000000,0,5907,0,1B,
47,HEB180111695,2018-01-11T16:42:06.38,-1.0,30.0,190312928.380000,190312959.380000,31.000,clean,,0,0.000000,0,5273,0,1B,
48,HEB180112687,2018-01-12T16:30:38.00,-10.0,185.0,190398631.000000,190398826.000000,195.000,clean,,0,0.000000,0,5337,0,1B,
49,HEB180113011,2018-01-13T00:16:00.00,-2.0,18.0,190426561.000000,190426581.000000,20.000,saturated,B,12,0.307094,5529,43235,227,1B,
50,HEB180113418,2018-01-13T10:02:07.50,-5.0,45.0,190461725.500000,190461775.500000,50.000,saturated,B,7,0.189786,3011,29636,84,1B,
51,HEB180119836,2018-01-19T20:04:49.78,1.0,7.0,191016293.780000,191016299.780000,6.000,clean,,0,0.000000,0,5150,0,1B,
52,HEB180127049,2018-01-27T01:11:12.91,0.0,8.0,191639475.910000,191639483.910000,8.000,clean,,0,0.000000,0,5800,0,1B,
53,HEB180130744,2018-01-30T17:51:26.79,-0.3,0.1,191958689.490000,191958689.890000,0.400,clean,,0,0.000000,0,6477,0,1B,
54,HEB180202211,2018-02-02T05:04:28.00,-2.5,12.0,192171868.500000,192171883.000000,14.500,clean,,0,0.000000,0,6313,0,1B,
55,HEB180208764,2018-02-08T18:20:50.30,-4.0,6.0,192738049.300000,192738059.300000,10.000,saturated,AB,2,0.035606,1259,39074,160,1B,
56,HEB180210517,2018-02-10T12:24:44.00,-7.0,42.0,192889480.000000,192889529.000000,49.000,saturated,BC,4,0.062570,2538,56902,243,1B,
57,HEB180210728,2018-02-10T17:29:06.00,-0.5,10.0,192907748.500000,192907759.000000,10.500,saturated,BC,6,0.093570,3453,58413,156,1B,
58,HEB180218634,2018-02-18T15:14:05.49,-1.0,10.0,193590847.490000,193590858.490000,11.000,saturated,AC,21,0.546574,10282,24649,165,1B,
59,HEB180219482,2018-02-19T11:34:39.00,-30.0,100.0,193664052.000000,193664182.000000,130.000,saturated,B,1,0.015682,404,25508,42,1B,
60,HEB180221520,2018-02-21T12:30:01.00,-1.0,70.0,193840203.000000,193840274.000000,71.000,saturated,A,1,0.020668,939,45454,160,1B,
61,HEB180226392,2018-02-26T09:24:58.73,0.0,1.0,194261101.730000,194261102.730000,1.000,clean,,0,0.000000,0,5534,0,1B,
62,HEB180305393,2018-03-05T09:26:08.66,-1.0,11.0,194865970.660000,194865982.660000,12.000,clean,,0,0.000000,0,14414,0,1B,
63,HEB180306972,2018-03-06T23:20:33.93,-6.0,10.0,195002430.930000,195002446.930000,16.000,clean,,0,0.000000,0,43988,70,1B,
64,HEB180309321,2018-03-09T07:43:10.62,-3.0,16.0,195205390.620000,195205409.620000,19.000,clean,,0,0.000000,0,45266,72,1B,
65,HEB180313977,2018-03-13T23:28:17.53,-0.1,0.1,195607700.430000,195607700.630000,0.200,clean,,0,0.000000,0,17241,11,1B,
66,HEB180326143,2018-03-26T03:26:07.06,1.0,19.0,196658771.060000,196658789.060000,18.000,clean,,0,0.000000,0,37176,64,1B,
67,HEB180330891,2018-03-30T21:23:15.52,-0.5,5.0,197068998.020000,197069003.520000,5.500,clean,,0,0.000000,0,8356,0,1B,
68,HEB180331177,2018-03-31T04:14:55.70,0.0,4.0,197093698.700000,197093702.700000,4.000,clean,,0,0.000000,0,44237,119,1B,
69,HEB180401279,2018-04-01T06:42:43.78,-2.0,12.0,197188964.780000,197188978.780000,14.000,clean,,0,0.000000,0,11680,0,1B,
70,HEB180402406,2018-04-02T09:44:59.37,-0.1,0.2,197286302.270000,197286302.570000,0.300,clean,,0,0.000000,0,15747,1,1B,
71,HEB180404091,2018-04-04T02:11:38.64,-2.0,62.0,197431899.640000,197431963.640000,64.000,clean,,0,0.000000,0,50277,167,1B,
72,HEB180405168,2018-04-05T04:02:53.06,0.0,25.0,197524976.060000,197525001.060000,25.000,saturated,B,1,0.016738,57,6383,0,1B,"the criterion still misses this one: GAP_FACTOR compares the hole against mean_event_interval, which is the same packet-averaged quantity the rate gate used, so 100x the baseline (23-25 ms) exceeds the 16.7 ms hole.  1K shows the same hole."
73,HEB180409346,2018-04-09T08:18:18.67,-1.0,18.0,197885900.670000,197885919.670000,19.000,clean,,0,0.000000,0,4581,0,1B,
74,HEB180411359,2018-04-11T08:37:29.76,-1.0,110.0,198059851.760000,198059962.760000,111.000,saturated,C,4,0.055942,2143,54491,221,1B,
75,HEB180413117,2018-04-13T02:49:43.23,-10.0,70.0,198211776.230000,198211856.230000,80.000,saturated,C,1,0.030058,957,44745,188,1B,
76,HEB180416923,2018-04-16T22:10:11.00,-2.0,20.0,198540612.000000,198540634.000000,22.000,clean,,0,0.000000,0,9100,0,1B,
77,HEB180427442,2018-04-27T10:37:03.00,-2.0,8.0,199449424.000000,199449434.000000,10.000,saturated,B,1,0.016954,170,21958,32,1B,
78,HEB180505539,2018-05-05T12:57:30.00,-22.0,3.0,200149031.000000,200149056.000000,25.000,clean,,0,0.000000,0,4863,0,1B,
79,HEB180506902,2018-05-06T21:38:58.00,0.0,20.0,200266741.000000,200266761.000000,20.000,clean,,0,0.000000,0,6887,0,1B,
80,HEB180510808,2018-05-10T19:24:39.00,0.0,5.0,200604282.000000,200604287.000000,5.000,clean,,0,0.000000,0,8514,0,1B,
81,HEB180523782,2018-05-23T18:46:28.00,-0.1,1.0,201725190.900000,201725192.000000,1.100,clean,,0,0.000000,0,5357,0,1B,
82,HEB180525151,2018-05-25T03:37:59.05,-0.1,0.1,201843481.950000,201843482.150000,0.200,clean,,0,0.000000,0,9020,0,1B,
83,HEB180603682,2018-06-03T16:23:06.00,-3.0,35.0,202666986.000000,202667024.000000,38.000,clean,,0,0.000000,0,45721,122,1B,
84,HEB180603235,2018-06-03T05:39:50.00,0.0,0.7,202628393.000000,202628393.700000,0.700,clean,,0,0.000000,0,6560,0,1B,
85,HEB180605457,2018-06-05T10:59:25.00,0.0,19.0,202820368.000000,202820387.000000,19.000,clean,,0,0.000000,0,7755,0,1B,
86,HEB180618030,2018-06-18T00:43:13.00,0.0,0.4,203906596.000000,203906596.400000,0.400,clean,,0,0.000000,0,13035,0,1B,
87,HEB180623696,2018-06-23T16:42:21.00,-5.0,48.0,204396139.000000,204396192.000000,53.000,clean,,0,0.000000,0,42545,132,1B,
88,HEB180625940,2018-06-25T22:34:41.50,0.0,0.7,204590084.500000,204590085.200000,0.700,clean,,0,0.000000,0,9244,0,1B,
89,HEB180626260,2018-06-26T06:15:14.00,-1.0,25.0,204617716.000000,204617742.000000,26.000,clean,,0,0.000000,0,40732,67,1B,
90,HEB180626391,2018-06-26T09:23:50.95,-0.4,0.2,204629033.550000,204629034.150000,0.600,clean,,0,0.000000,0,5866,0,1B,
91,HEB180704233,2018-07-04T05:36:43.00,-22.0,5.0,205306584.000000,205306611.000000,27.000,saturated,C,1,0.016266,401,24423,39,1B,
92,HEB180704525,2018-07-04T12:36:33.00,-3.0,15.0,205331793.000000,205331811.000000,18.000,clean,,0,0.000000,0,7522,0,1B,
93,HEB180715754,2018-07-15T18:07:05.00,-0.1,0.6,206302027.900000,206302028.600000,0.700,clean,,0,0.000000,0,9197,0,1B,
94,HEB180718762,2018-07-18T18:18:24.00,-0.5,40.0,206561906.500000,206561947.000000,40.500,saturated,A,1,0.017488,223,40192,177,1B,
95,HEB180720598,2018-07-20T14:21:39.65,-2.0,60.0,206720500.650000,206720562.650000,62.000,saturated,BC,5,0.130618,2179,23634,171,1B,
96,HEB180722992,2018-07-22T23:49:13.00,-2.0,58.0,206927354.000000,206927414.000000,60.000,clean,,0,0.000000,0,30532,53,1B,
97,HEB180724807,2018-07-24T19:22:31.00,-4.0,55.0,207084150.000000,207084209.000000,59.000,clean,,0,0.000000,0,5721,0,1B,
98,HEB180730017,2018-07-30T00:25:40.00,0.2,0.5,207534343.200000,207534343.500000,0.300,clean,,0,0.000000,0,7690,0,1B,
99,HEB180801275,2018-08-01T06:37:03.51,-0.1,0.4,207729426.410000,207729426.910000,0.500,clean,,0,0.000000,0,4835,0,1B,
100,HEB180803590,2018-08-03T14:09:49.73,-0.3,0.1,207929392.430000,207929392.830000,0.400,clean,,0,0.000000,0,4390,0,1B,
101,HEB180804554,2018-08-04T13:17:48.00,-12.0,41.0,208012659.000000,208012712.000000,53.000,saturated,AB,3,0.061264,1939,49180,259,1B,
102,HEB180804930,2018-08-04T22:20:38.28,-0.2,7.0,208045241.080000,208045248.280000,7.200,clean,,0,0.000000,0,37355,174,1B,
103,HEB180816088,2018-08-16T02:07:18.91,-2.0,35.0,209009239.910000,209009276.910000,37.000,clean,,0,0.000000,0,45266,204,1B,
104,HEB180822561,2018-08-22T13:28:34.05,-1.0,135.0,209568516.050000,209568652.050000,136.000,clean,,0,0.000000,0,38353,125,1B,
105,HEB180828789,2018-08-28T18:57:26.58,-1.0,11.0,210106648.580000,210106660.580000,12.000,clean,,0,0.000000,0,8823,0,1B,
106,HEB180914765,2018-09-14T18:22:48.00,-13.0,250.0,211573358.000000,211573621.000000,263.000,saturated,ABC,426,8.911964,208994,50230,190,1B,
107,HEB180922461,2018-09-22T11:03:52.02,-2.0,5.0,212238233.020000,212238240.020000,7.000,clean,,0,0.000000,0,17474,12,1B,
108,HEB180925407,2018-09-25T09:46:30.54,-0.6,0.0,212492792.940000,212492793.540000,0.600,clean,,0,0.000000,0,6082,0,1B,
109,HEB180925609,2018-09-25T14:37:27.90,0.0,25.0,212510250.900000,212510275.900000,25.000,saturated,B,1,0.026008,773,48791,190,1B,
110,HEB180927992,2018-09-27T23:49:20.19,-1.0,6.0,212716162.190000,212716169.190000,7.000,clean,,0,0.000000,0,5683,0,1B,
111,HEB180929453,2018-09-29T10:52:33.92,-0.3,3.0,212842356.620000,212842359.920000,3.300,clean,,0,0.000000,0,8208,0,1B,
112,HEB181008269,2018-10-08T06:28:13.50,-30.0,10.0,213604066.500000,213604106.500000,40.000,clean,,0,0.000000,0,30044,53,1B,
113,HEB181011181,2018-10-11T04:21:12.00,0.0,15.0,213855675.000000,213855690.000000,15.000,clean,,0,0.000000,0,8198,0,1B,
114,HEB181014479,2018-10-14T11:30:23.00,-10.0,15.0,214140616.000000,214140641.000000,25.000,clean,,0,0.000000,0,19416,22,1B,
115,HEB181028590,2018-10-28T14:09:43.00,-1.0,35.0,215359785.000000,215359821.000000,36.000,clean,,0,0.000000,0,6262,0,1B,
116,HEB181112582,2018-11-12T13:58:51.00,-1.0,4.0,216655133.000000,216655138.000000,5.000,clean,,0,0.000000,0,5479,0,1B,
117,HEB181119605,2018-11-19T14:32:17.13,-1.0,16.0,217261939.130000,217261956.130000,17.000,clean,,0,0.000000,0,7469,0,1B,
118,HEB181121306,2018-11-21T07:21:29.27,-0.3,0.0,217408891.970000,217408892.270000,0.300,clean,,0,0.000000,0,9845,0,1B,
119,HEB181122381,2018-11-22T09:09:03.06,-0.2,23.0,217501745.860000,217501769.060000,23.200,clean,,0,0.000000,0,6162,0,1B,
120,HEB181123231,2018-11-23T05:33:03.09,0.0,0.5,217575186.090000,217575186.590000,0.500,clean,,0,0.000000,0,10158,0,1B,
121,HEB181201111,2018-12-01T02:39:53.00,-12.0,35.0,218255984.000000,218256031.000000,47.000,saturated,AC,4,0.061122,2643,75842,153,1B,
122,HEB181212692,2018-12-12T16:37:45.50,-3.0,10.0,219256665.500000,219256678.500000,13.000,clean,,0,0.000000,0,13358,0,1B,
123,HEB181213540,2018-12-13T12:57:38.00,0.0,15.0,219329861.000000,219329876.000000,15.000,clean,,0,0.000000,0,27305,47,1B,
124,HEB181217664,2018-12-17T15:56:57.00,-1.0,18.0,219686219.000000,219686238.000000,19.000,clean,,0,0.000000,0,37483,97,1B,
125,HEB181222841,2018-12-22T20:11:37.00,0.3,1.5,220133500.300000,220133501.500000,1.200,saturated,B,12,0.132080,8113,101313,266,1B,
126,HEB181225489,2018-12-25T11:44:10.00,0.0,12.0,220362253.000000,220362265.000000,12.000,clean,,0,0.000000,0,5152,0,1B,
127,HEB190102652,2019-01-02T15:40:17.27,2.5,7.0,221067622.770000,221067627.270000,4.500,clean,,0,0.000000,0,16540,6,1B,
128,HEB190103695,2019-01-03T16:41:52.64,1.0,29.0,221157716.640000,221157744.640000,28.000,saturated,A,2,0.058058,937,35207,104,1B,
129,HEB190103877,2019-01-03T21:03:50.00,-1.0,16.0,221173432.000000,221173449.000000,17.000,clean,,0,0.000000,0,8091,0,1B,
130,HEB190110725,2019-01-10T17:24:53.00,-5.0,5.0,221765091.000000,221765101.000000,10.000,clean,,0,0.000000,0,6898,0,1B,
131,HEB190114872,2019-01-14T20:57:02.00,-3.0,25.0,222123422.000000,222123450.000000,28.000,saturated,ABC,433,6.957270,225619,67619,228,1B,
132,HEB190117608,2019-01-17T14:36:47.00,-10.0,25.0,222359800.000000,222359835.000000,35.000,clean,,0,0.000000,0,26252,44,1B,
133,HEB190131964,2019-01-31T23:08:35.00,-2.0,40.0,223600116.000000,223600158.000000,42.000,clean,,0,0.000000,0,43186,73,1B,
134,HEB190203655,2019-02-03T15:44:09.00,-38.0,30.0,223832614.000000,223832682.000000,68.000,clean,,0,0.000000,0,55443,143,1B,
135,HEB190212129,2019-02-12T03:06:06.20,-0.05,0.03,224564769.150000,224564769.230000,0.080,clean,,0,0.000000,0,6100,0,1B,
136,HEB190215771,2019-02-15T18:31:22.48,-1.0,16.0,224879484.480000,224879501.480000,17.000,clean,,0,0.000000,0,9825,0,1B,
137,HEB190218810,2019-02-18T19:27:40.00,0.0,18.0,225142063.000000,225142081.000000,18.000,clean,,0,0.000000,0,49011,208,1B,
138,HEB190222537,2019-02-22T12:53:27.15,-1.0,10.0,225464009.150000,225464020.150000,11.000,saturated,B,1,0.015470,270,40520,136,1B,
139,HEB190226515,2019-02-26T12:21:45.50,0.1,0.5,225807708.600000,225807709.000000,0.400,clean,,0,0.000000,0,8870,0,1B,
140,HEB190305545,2019-03-05T13:05:19.00,0.2,2.5,226415122.200000,226415124.500000,2.300,saturated,ABC,55,0.979288,28869,53360,237,1B,
141,HEB190306467,2019-03-06T11:13:27.95,-1.0,25.0,226494809.950000,226494835.950000,26.000,saturated,B,1,0.015260,479,36406,151,1B,
142,HEB190310398,2019-03-10T09:33:25.00,-3.0,6.0,226834405.000000,226834414.000000,9.000,clean,,0,0.000000,0,11625,0,1B,
143,HEB190321931,2019-03-21T22:21:21.00,0.0,6.0,227830884.000000,227830890.000000,6.000,clean,,0,0.000000,0,6016,0,1B,
144,HEB190323878,2019-03-23T21:05:24.00,-8.0,25.0,227999119.000000,227999152.000000,33.000,clean,,0,0.000000,0,45569,119,1B,
145,HEB190324348,2019-03-24T08:21:21.00,-14.0,52.0,228039670.000000,228039736.000000,66.000,clean,,0,0.000000,0,32421,69,1B,
146,HEB190324947,2019-03-24T22:44:20.50,-2.0,8.0,228091461.500000,228091471.500000,10.000,clean,,0,0.000000,0,7402,0,1B,
147,HEB190326313,2019-03-26T07:31:47.00,-1.0,55.0,228209509.000000,228209565.000000,56.000,clean,,0,0.000000,0,50230,228,1K,"1B archive does not cover this window; judged on 1K (no non-Poisson hole, FIFO backlog 228/455 events)"
148,HEB190326316,2019-03-26T07:35:28.90,0.01,0.04,228209731.910000,228209731.940000,0.030,clean,,0,0.000000,0,15912,10,1K,"1B archive does not cover this window; judged on 1K (no non-Poisson hole, FIFO backlog 10/455 events)"
149,HEB190330694,2019-03-30T16:39:32.00,-0.5,11.0,228587974.500000,228587986.000000,11.500,clean,,0,0.000000,0,5630,0,1B,
150,HEB190331093,2019-03-31T02:14:38.00,-1.0,1.0,228622480.000000,228622482.000000,2.000,clean,,0,0.000000,0,10867,0,1B,
151,HEB190331841,2019-03-31T20:12:00.10,0.02,0.13,228687123.120000,228687123.230000,0.110,clean,,0,0.000000,0,10859,0,1B,
152,HEB190401139,2019-04-01T03:20:21.00,-1.0,18.0,228712823.000000,228712842.000000,19.000,clean,,0,0.000000,0,46502,147,1B,
153,HEB190407671,2019-04-07T16:07:26.49,-1.0,8.0,229277248.490000,229277257.490000,9.000,clean,,0,0.000000,0,10762,0,1B,
154,HEB190411406,2019-04-11T09:45:46.00,-5.0,190.0,229599944.000000,229600139.000000,195.000,saturated,ABC,22,0.551618,10241,48617,175,1B,
155,HEB190415173,2019-04-15T04:09:49.90,0.0,27.0,229925392.900000,229925419.900000,27.000,saturated,A,4,0.116198,1838,38873,105,1B,
156,HEB190424417,2019-04-24T10:00:42.00,-4.0,23.0,230724041.000000,230724068.000000,27.000,clean,,0,0.000000,0,14119,0,1B,
157,HEB190507269,2019-05-07T06:28:23.00,-2.0,21.0,231834504.000000,231834527.000000,23.000,clean,,0,0.000000,0,19920,24,1B,
158,HEB190510119,2019-05-10T02:52:13.23,-1.0,83.0,232080735.230000,232080819.230000,84.000,saturated,AC,2,0.040502,1377,48315,350,1B,
159,HEB190515189,2019-05-15T04:33:03.00,0.0,0.5,232518786.000000,232518786.500000,0.500,clean,,0,0.000000,0,7311,0,1B,
160,HEB190525031,2019-05-25T00:45:47.65,0.0,0.7,233369150.650000,233369151.350000,0.700,clean,,0,0.000000,0,5369,0,1B,
161,HEB190530429,2019-05-30T10:19:08.90,-4.0,40.0,233835547.900000,233835591.900000,44.000,saturated,ABC,666,11.265568,347029,62211,271,1B,
162,HEB190531840,2019-05-31T20:10:12.00,-1.0,42.0,233957414.000000,233957457.000000,43.000,clean,,0,0.000000,0,20913,28,1B,
163,HEB190604446,2019-06-04T10:42:37.05,-2.0,10.0,234268958.050000,234268970.050000,12.000,clean,,0,0.000000,0,5958,0,1B,
164,HEB190605110,2019-06-05T02:39:08.00,-1.0,22.0,234326350.000000,234326373.000000,23.000,clean,,0,0.000000,0,18252,16,1B,
165,HEB190606079,2019-06-06T01:55:07.78,0.0,0.3,234410110.780000,234410111.080000,0.300,saturated,ABC,5,0.117318,2394,26188,173,1B,
166,HEB190610477,2019-06-10T11:27:45.00,0.8,2.0,234790068.800000,234790070.000000,1.200,clean,,0,0.000000,0,16187,4,1B,
167,HEB190613449,2019-06-13T10:47:00.00,-1.0,3.5,235046822.000000,235046826.500000,4.500,saturated,B,1,0.016380,686,41506,119,1B,
168,HEB190615612,2019-06-15T14:42:22.00,-1.0,34.0,235233744.000000,235233779.000000,35.000,saturated,B,2,0.036592,1222,42053,121,1B,
169,HEB190615636,2019-06-15T15:16:27.00,-1.0,18.0,235235789.000000,235235808.000000,19.000,saturated,A,1,0.018080,881,48257,171,1B,
170,HEB190619594,2019-06-19T14:16:37.00,-13.0,18.0,235577787.000000,235577818.000000,31.000,clean,,0,0.000000,0,28730,50,1B,
171,HEB190620507,2019-06-20T12:10:19.50,-14.0,65.0,235656608.500000,235656687.500000,79.000,clean,,0,0.000000,0,45722,161,1B,
172,HEB190706571,2019-07-06T13:42:25.95,-1.0,5.0,237044547.950000,237044553.950000,6.000,saturated,BC,3,0.076040,1340,26418,86,1B,
173,HEB190706710,2019-07-06T17:03:05.40,-0.3,0.4,237056588.100000,237056588.800000,0.700,clean,,0,0.000000,0,9597,0,1B,
174,HEB190720964,2019-07-20T23:08:39.50,-1.0,3.0,238288121.500000,238288125.500000,4.000,clean,,0,0.000000,0,8576,0,1B,
175,HEB190723308,2019-07-23T07:24:16.00,0.0,4.0,238490659.000000,238490663.000000,4.000,clean,,0,0.000000,0,41667,148,1B,
176,HEB190724030,2019-07-24T00:43:56.75,0.0,0.2,238553039.750000,238553039.950000,0.200,clean,,0,0.000000,0,14956,0,1B,
177,HEB190726642,2019-07-26T15:24:59.20,-3.0,4.0,238778699.200000,238778706.200000,7.000,clean,,0,0.000000,0,11703,0,1B,
178,HEB190806675,2019-08-06T16:12:33.32,-1.0,20.0,239731955.320000,239731976.320000,21.000,clean,,0,0.000000,0,24538,70,1B,
179,HEB190813520,2019-08-13T12:29:09.94,-0.15,0.15,240323352.790000,240323353.090000,0.300,clean,,0,0.000000,0,12100,0,1B,
180,HEB190814837,2019-08-14T20:05:21.00,0.0,7.0,240437124.000000,240437131.000000,7.000,clean,,0,0.000000,0,8521,0,1B,
181,HEB190825878,2019-08-25T21:04:54.50,-2.0,12.0,241391095.500000,241391109.500000,14.000,clean,,0,0.000000,0,41225,179,1B,
182,HEB190828783,2019-08-28T18:48:33.70,0.0,6.0,241642116.700000,241642122.700000,6.000,clean,,0,0.000000,0,9978,0,1B,
183,HEB190831271,2019-08-31T06:30:27.11,0.9,1.7,241857031.010000,241857031.810000,0.800,clean,,0,0.000000,0,9778,0,1B,
184,HEB190901890,2019-09-01T21:21:57.80,-7.0,17.0,241996913.800000,241996937.800000,24.000,clean,,0,0.000000,0,8057,0,1B,
185,HEB190903721,2019-09-03T17:19:36.26,-0.1,0.15,242155179.160000,242155179.410000,0.250,clean,,0,0.000000,0,9115,0,1B,
186,HEB190906045,2019-09-06T01:04:50.90,-0.01,0.06,242355893.890000,242355893.960000,0.070,clean,,0,0.000000,0,13787,0,1B,
