group,latitude,longitude
bg,16.2379,178.4911
bg,-9.6538,219.7095
bg,-18.9463,196.8186
bg,25.9852,274.9088
bg,-8.2598,14.0051
bg,-21.3350,38.2615
bg,13.3188,201.3286
bg,-22.2312,152.0929
bg,-3.7107,233.0702
bg,10.4368,219.7666
bg,6.4938,225.4441
bg,-22.0840,238.5830
bg,-14.1578,96.6741
bg,-3.3874,23.7749
bg,9.7168,324.7034
bg,10.6879,50.7541
bg,-17.8774,242.3526
bg,10.2225,136.6554
bg,21.0709,54.7985
bg,18.2619,200.0022
bg,16.4370,48.7528
bg,-17.9761,124.1537
bg,-19.6116,188.9100
bg,12.7458,89.4235
bg,-10.1825,112.5289
bg,25.5786,167.7988
bg,-8.9435,179.3174
bg,-21.1242,251.2861
bg,19.6690,69.0308
bg,-24.9797,107.0483
bg,9.3588,41.7248
bg,18.0121,109.9908
bg,23.5463,112.7328
bg,-14.4419,191.7661
bg,-13.4328,180.9822
bg,11.7441,200.7741
bg,19.9499,70.4732
bg,15.3820,233.1454
bg,10.3527,45.7524
bg,5.3595,213.3410
bg,6.0885,332.8265
bg,-8.1060,243.9637
bg,-19.5545,246.2857
bg,2.0823,14.7225
bg,-16.7546,49.4131
bg,-15.2178,199.6957
bg,-25.7329,85.4789
bg,-6.9482,14.3982
bg,3.2087,201.3424
bg,-12.2773,110.7654
bg,-11.7790,170.4641
bg,-9.9955,8.4523
bg,6.1208,258.7959
bg,-21.4571,29.6819
bg,-1.6040,50.6352
bg,-1.1872,171.7813
bg,23.4875,241.6319
bg,-16.3451,351.9762
bg,-9.6765,169.9410
bg,-13.2617,12.5071
bg,11.0614,350.1701
bg,9.9020,336.7474
bg,14.4889,190.3969
bg,2.1422,222.9655
bg,-22.5719,170.5363
bg,-20.5415,214.4929
bg,2.1841,195.6539
bg,18.6599,265.9873
bg,-1.7129,207.4914
bg,-24.8528,269.5173
bg,-19.3428,141.2858
bg,17.4727,240.6417
bg,-8.6895,189.4742
bg,-23.1933,37.2812
bg,-2.0289,292.0089
bg,1.4778,255.1937
bg,-20.3554,100.9488
bg,-14.5746,129.2854
bg,24.8590,322.4010
bg,-9.2616,49.6016
bg,16.5090,43.6613
bg,-23.4880,248.6304
bg,24.5184,229.3960
bg,12.9629,244.7195
bg,21.1672,190.1799
bg,23.4276,244.0480
bg,3.6281,240.5657
bg,4.6950,240.1739
bg,8.1121,28.5962
bg,21.4431,72.2529
bg,6.4709,106.3190
bg,-16.1415,47.2332
bg,18.5210,207.9174
bg,-8.8412,175.8373
bg,10.2215,289.5900
bg,12.0913,2.9465
bg,-11.1877,200.1053
bg,5.0736,328.6653
bg,-25.1477,206.8456
bg,-20.5190,260.3164
bg,22.9084,343.1388
bg,24.1200,35.2081
bg,-23.5548,175.5844
bg,-12.4329,132.4583
bg,-17.9556,56.7700
bg,3.6737,259.1062
bg,-10.6640,5.6382
bg,-13.2310,237.5134
bg,19.2524,155.3464
bg,22.4834,48.5301
bg,-6.7715,201.2401
bg,-13.6292,207.8059
bg,-17.4191,218.6545
bg,8.8417,323.5940
bg,25.6575,19.3516
bg,-23.0362,143.8240
bg,4.2184,114.0316
bg,-16.8786,127.0591
bg,0.8233,86.7442
bg,3.9617,3.9473
bg,-8.3623,179.0982
bg,6.7986,313.5750
bg,-15.5089,110.2065
bg,19.4550,326.8262
bg,-14.2230,238.8221
bg,12.2490,306.7819
bg,-25.2037,240.4233
bg,21.6116,332.2120
bg,-7.3016,34.0744
bg,-17.6513,77.2875
bg,16.9522,72.2083
bg,22.6374,348.3290
bg,4.8432,286.9449
bg,24.9710,156.6617
bg,6.0167,289.8706
bg,-20.6939,20.2150
bg,7.6943,28.2518
bg,-22.2463,107.6972
bg,24.7295,274.6468
bg,16.9609,264.8163
bg,13.3735,338.7047
bg,5.0271,193.6651
bg,2.8761,210.5843
bg,4.9268,340.0262
bg,-24.0310,256.1142
bg,10.5077,24.1024
bg,6.1301,126.9977
bg,14.9166,83.9238
bg,22.5868,50.3231
bg,1.1340,172.2484
bg,24.8267,328.7970
bg,21.2157,300.2753
bg,12.4751,322.4972
bg,-22.6754,33.5743
bg,17.0145,228.8722
bg,4.4246,35.1873
bg,-12.0514,19.1180
bg,-6.3882,28.6099
bg,3.9572,202.0382
bg,24.6954,69.0475
bg,-25.1018,107.2366
bg,24.3984,129.2175
bg,14.2616,162.6432
bg,0.2813,2.7279
bg,6.8462,180.7105
bg,1.4119,176.3730
bg,12.0119,167.4615
bg,-9.1243,184.2546
bg,-23.5793,28.4028
bg,-6.0887,50.6411
bg,-4.4129,18.3615
bg,-6.8302,214.2157
bg,-19.6795,231.8686
bg,19.7124,128.5231
bg,25.3739,45.1670
bg,-6.9721,33.6429
bg,-0.7656,291.1784
bg,22.1244,149.0934
bg,-2.8432,118.9230
bg,5.8159,252.6168
bg,11.7123,310.4260
bg,-14.3613,8.6017
bg,23.3336,265.4012
bg,-5.7940,54.3937
bg,-4.9096,216.4590
bg,-15.9227,172.6555
bg,-0.2247,226.2651
bg,1.3260,197.4858
bg,-10.0347,343.0540
bg,8.7799,300.9048
bg,-8.6071,17.9536
bg,-25.6000,170.2802
bg,10.7715,182.4122
bg,-6.8917,127.9227
bg,-12.0331,195.7303
bg,-7.5851,58.5109
bg,12.8452,250.1069
bg,21.5373,290.3448
bg,19.3899,51.6939
bg,-14.1511,37.4967
bg,-19.3409,52.2854
bg,0.6793,12.7210
bg,2.6826,214.3347
bg,13.4121,337.3275
bg,-7.1758,159.3395
bg,-23.5531,73.3239
bg,17.4655,64.7583
bg,-8.2409,145.0561
bg,12.1327,319.8839
bg,17.6791,202.8984
bg,-11.3508,1.2175
bg,23.0147,249.8374
bg,20.5916,310.1777
bg,16.4835,354.8352
bg,15.3417,281.2477
bg,-2.3295,25.6342
bg,-14.1581,134.2034
bg,-2.1549,334.6521
bg,-22.8891,239.2115
bg,21.1900,350.0410
bg,24.7286,227.3163
bg,-19.7678,30.7185
bg,-15.7023,102.5931
bg,-5.5260,98.5750
bg,-4.3198,359.7956
bg,8.6753,219.3800
bg,-15.8085,150.6473
bg,-15.4036,221.0751
bg,-2.1382,39.3271
bg,-2.5860,136.9791
bg,-0.1045,6.6345
bg,-22.4561,205.9342
bg,24.5321,131.2506
bg,13.3298,190.7609
bg,5.6044,14.2812
bg,-17.4196,242.8979
bg,-17.0800,20.8011
bg,-22.2543,212.9416
bg,1.7447,152.6984
bg,-16.2954,144.9012
bg,16.1593,60.0798
bg,8.1615,14.2112
bg,1.1897,20.6792
bg,-9.4421,37.1394
bg,-0.1680,157.6588
bg,6.3302,159.9626
bg,18.7535,343.3880
bg,-19.2035,96.0730
bg,-21.3677,29.6150
bg,-11.4261,21.0976
bg,-16.4998,151.6569
bg,-18.5847,160.2881
bg,-20.6967,25.8002
bg,1.8071,52.5784
bg,-19.5254,248.2564
bg,-6.1815,56.6724
bg,22.5912,283.0518
bg,-16.3552,208.4581
bg,2.2797,138.7650
bg,24.0908,227.2238
bg,-12.5500,139.0048
bg,5.7208,223.4665
bg,-13.4722,112.0556
bg,0.0226,235.1910
bg,19.6113,250.4284
bg,16.2528,11.0915
bg,9.2165,208.2803
bg,24.5183,338.6977
bg,-2.4324,249.4182
bg,22.9578,275.0437
bg,-5.5977,353.4524
bg,24.8272,242.3263
bg,-6.0073,255.6611
bg,-0.1865,268.7274
bg,-11.4602,77.6528
bg,-13.7018,357.1071
bg,8.4460,224.8493
bg,-24.4690,226.1275
bg,-17.5547,25.2390
bg,-25.3548,91.9252
bg,19.9976,332.2676
bg,-14.5021,77.0838
bg,-6.5157,159.0226
bg,21.3267,51.4154
bg,23.0370,13.0222
bg,6.6296,326.0736
bg,-6.5408,230.9454
bg,14.1629,265.2354
bg,0.3008,114.1362
bg,-24.4454,249.8995
bg,19.7421,50.5185
bg,24.6226,251.3336
bg,8.5473,166.9465
bg,-3.8781,112.1551
bg,22.5533,282.9113
bg,-19.0661,162.8785
bg,-5.9670,340.5849
bg,15.4510,54.0136
bg,6.5822,297.4285
bg,16.7855,295.4376
bg,7.0462,106.6611
bg,20.5983,42.7392
bg,10.8861,120.7728
bg,10.9900,329.5513
bg,-3.1934,38.2501
bg,11.0648,149.5876
bg,-8.9610,63.1702
bg,-14.9233,14.3298
bg,-4.2208,131.3817
bg,-2.6410,276.5307
bg,5.2414,65.7936
bg,5.3531,293.1159
bg,21.7182,208.8511
bg,-19.8878,75.5435
bg,12.4105,101.2213
bg,8.4243,258.5887
bg,19.2015,220.9761
bg,-24.3272,131.6115
bg,24.6563,49.0778
bg,-5.0476,36.4609
bg,12.4580,294.5310
bg,-10.2433,233.4293
bg,-18.9123,143.7692
bg,23.7954,101.7065
bg,-6.0764,73.9741
bg,14.7900,156.2699
bg,-20.8948,224.6842
bg,-13.8601,36.0379
bg,-4.3763,231.6631
bg,-24.0328,104.2794
bg,-19.8740,175.4153
bg,22.8299,138.3455
bg,-7.8286,10.7431
bg,20.2671,261.1018
bg,9.7899,271.5015
bg,-13.1531,351.7671
bg,15.8894,278.6505
bg,-22.0955,135.1518
bg,9.8769,287.3177
bg,20.8425,322.9738
bg,18.1917,188.5872
bg,-21.1520,111.6290
bg,4.4542,210.8884
bg,-4.0613,121.0645
bg,-21.4033,254.3351
bg,6.5275,76.6270
bg,-8.7941,117.5321
bg,-16.4482,179.5364
bg,7.5934,36.4906
bg,22.3949,104.6901
bg,3.0036,209.7450
bg,-17.4277,70.8093
bg,-24.0294,143.4184
bg,23.4075,45.2651
bg,11.9592,276.3231
bg,20.1762,19.1371
bg,4.2406,296.8246
bg,23.1224,294.0066
bg,-22.2683,23.9550
bg,-11.1977,353.0916
bg,-25.5617,164.7509
bg,23.9928,174.4175
bg,-20.0389,212.3473
bg,10.9700,259.0681
bg,2.9133,184.3113
bg,15.7836,267.5075
bg,4.2750,170.2864
bg,18.3211,162.0316
bg,-17.3200,134.1150
bg,7.4272,182.7455
bg,5.6923,80.1648
bg,-1.5577,231.7168
bg,5.2560,255.2809
bg,4.3981,183.9556
bg,17.4244,286.7346
bg,9.9916,329.4546
bg,6.0338,291.9870
bg,-25.8249,197.9116
bg,15.0265,38.7062
bg,4.7729,7.8566
bg,-25.7386,242.0863
bg,1.7829,330.3221
bg,-10.4006,13.0791
bg,15.8960,19.6501
bg,20.8688,59.2242
bg,19.7299,212.1371
bg,-19.3393,153.7495
bg,-20.8328,251.6114
bg,-2.5714,246.3758
bg,20.2947,187.3707
bg,2.1853,340.9967
bg,12.0362,34.9003
bg,-3.4053,333.2092
bg,22.5393,158.4757
bg,-18.4865,178.9365
bg,8.8229,266.6457
bg,-10.0868,10.9011
bg,-9.5485,87.8537
bg,3.9491,267.9104
bg,-17.7113,257.9347
bg,22.4877,246.6508
bg,-22.8981,221.6848
bg,7.6717,234.2732
bg,-21.9948,198.3287
bg,14.0059,336.9816
bg,12.2608,150.3071
bg,-5.9321,181.8681
bg,-15.4675,250.9844
bg,2.6491,60.7948
bg,25.8766,281.7861
bg,15.0272,339.8103
bg,2.0706,205.0124
bg,17.4700,122.0466
bg,-5.9252,173.8810
bg,6.1976,214.9440
bg,21.4775,65.6567
bg,16.4120,219.8373
bg,23.1542,213.0372
bg,10.5018,64.1194
bg,-23.8411,150.7975
bg,-18.7348,185.9313
bg,-0.8635,59.2082
bg,5.6068,276.5385
bg,-9.9120,352.3319
bg,-9.6775,251.6207
bg,12.0352,180.0773
bg,-19.2291,162.6108
bg,13.3443,339.6313
bg,10.7996,260.5420
bg,14.4328,8.3019
bg,9.8865,277.5208
bg,4.7080,336.5427
bg,-19.4405,198.2688
bg,21.5249,175.8515
bg,16.1308,125.8481
bg,23.3071,48.3423
bg,2.4402,208.0031
bg,4.1912,81.1705
bg,-0.7454,352.1291
bg,1.7559,75.6547
bg,20.4242,186.9429
bg,-18.0749,142.8533
bg,-8.8632,225.6536
bg,-12.7196,229.2671
bg,-3.1119,270.5113
bg,-18.1956,214.4175
bg,-0.1351,213.9136
bg,6.5751,193.2947
bg,-15.4559,116.4043
bg,17.6517,275.5023
bg,-0.3611,243.5593
bg,-25.4956,209.9114
bg,4.3261,86.9300
bg,22.7529,194.3730
bg,-24.5703,234.3748
bg,-19.1414,80.5576
bg,-6.4269,276.1618
bg,-1.0283,183.3307
bg,22.5301,50.2661
bg,3.4671,133.0216
bg,-16.7659,194.4352
bg,-21.7728,225.7453
bg,20.3839,246.5216
bg,16.1096,205.8050
bg,3.3705,7.4852
bg,-6.2385,64.1505
bg,12.8399,136.6867
bg,-22.6967,180.5279
bg,-1.4302,136.9727
bg,-9.6410,49.0639
bg,-24.9579,103.9679
bg,-23.2409,25.8753
bg,24.5211,292.5249
bg,4.4244,292.2654
bg,-4.2210,269.0918
bg,17.5587,276.9023
bg,14.9764,187.0018
bg,23.3228,157.5424
bg,7.4747,7.9972
bg,10.9493,345.2317
bg,19.1028,74.0403
bg,3.5919,220.0908
bg,-6.8498,71.3829
bg,13.4076,240.3450
bg,11.0936,133.4194
bg,4.5140,193.4857
bg,9.9257,172.7528
bg,23.4371,352.9314
bg,-14.7493,18.9810
bg,4.4493,28.2901
bg,-14.3721,236.1517
bg,-25.2003,237.7508
bg,-8.4787,341.3045
bg,22.3408,30.4089
bg,16.7273,300.8462
bg,23.7556,305.1937
bg,-16.0871,356.5876
bg,16.4921,147.1551
bg,24.2692,171.3635
bg,-2.4938,288.4729
bg,2.7196,235.6260
bg,-11.5067,56.3854
bg,-21.2415,11.2688
bg,-22.0440,266.4142
bg,-23.1812,126.6593
bg,-1.4151,155.6519
bg,-21.2657,51.5730
bg,12.2820,342.0628
bg,21.6069,173.9846
bg,-23.7445,199.0770
bg,8.9296,285.9459
bg,-10.5019,32.7777
bg,-5.7520,104.3368
bg,14.7533,12.4210
bg,-2.6865,273.7547
bg,13.2969,26.2809
bg,-13.6262,243.9153
bg,8.1981,73.0198
bg,-17.4050,170.8880
bg,-16.8533,21.6141
bg,4.0372,49.8300
bg,-0.1724,60.5624
bg,-8.5474,263.5434
bg,-8.1474,28.9410
bg,-25.9824,60.4734
bg,21.1333,131.5015
bg,-20.7750,245.5086
bg,-18.3982,235.6093
bg,-25.3812,263.5717
bg,-1.0249,238.0741
bg,-4.4882,129.1569
bg,1.0082,258.5122
bg,-1.6582,182.1079
bg,-6.3030,356.4182
bg,-14.3218,45.5450
bg,6.1501,71.4846
bg,22.2766,124.1668
bg,22.1800,76.7077
bg,-19.9939,55.3664
bg,-4.0839,206.6253
bg,-21.2391,182.3938
bg,-19.9427,190.6343
bg,0.2983,0.5465
bg,17.7240,315.3030
bg,18.3419,258.5729
bg,-23.9047,88.4006
bg,-1.0598,212.1312
bg,-10.5200,190.2548
bg,18.2492,76.7283
bg,-6.3326,55.7608
bg,-16.7955,191.6465
bg,19.0115,342.5487
bg,0.8164,303.3183
bg,-23.8359,50.3597
bg,-25.3408,52.3222
bg,13.0844,308.8199
bg,-4.9053,70.3934
bg,-23.5906,100.1375
bg,-7.4533,114.8063
bg,-11.0384,104.4196
bg,-1.8684,188.2748
bg,21.6341,256.3888
bg,25.3822,355.7242
bg,4.3151,223.0283
bg,19.8134,282.1463
bg,20.3904,217.6896
bg,-23.4574,217.8681
bg,13.4953,22.8398
bg,9.0967,110.5196
bg,9.0132,239.0780
bg,-22.3857,201.4957
bg,16.7090,55.7281
bg,1.6070,283.5039
bg,-14.7549,153.1568
bg,1.8753,9.4701
bg,14.6024,223.7131
bg,-24.6514,185.7680
bg,11.3699,164.7966
bg,5.3719,213.8750
bg,2.0156,169.5720
bg,-7.8035,233.8507
bg,21.6454,87.1457
bg,11.7388,48.1274
bg,17.0468,349.9906
bg,-6.4384,91.2874
bg,-20.3363,122.3077
bg,-15.7751,261.1409
bg,8.0232,275.8361
bg,13.2431,192.5474
bg,15.2745,332.5883
bg,15.6085,222.9031
bg,5.2957,218.7562
bg,-16.1222,117.0244
bg,0.3339,283.3037
bg,-13.8885,345.1775
bg,-6.5143,348.4755
bg,-19.8867,189.4577
bg,20.1821,151.3907
bg,16.7014,188.5038
bg,8.9235,236.4912
bg,18.6928,100.4419
bg,21.4337,81.3551
bg,20.1331,232.7003
bg,-5.9583,212.9657
bg,22.8860,264.2316
bg,-7.7222,346.3884
bg,-18.1025,264.1327
bg,-4.5972,79.6672
bg,16.6177,232.4653
bg,-17.1106,160.9400
bg,19.3410,301.1763
bg,11.8885,176.8911
bg,-22.4123,31.6219
bg,16.5952,256.3785
bg,-3.8701,164.8361
bg,11.5339,297.2371
bg,-1.8887,29.0617
bg,-11.9735,72.4796
bg,-22.5406,124.2636
bg,-9.4718,105.0526
bg,11.8870,264.3599
bg,2.1933,331.0608
bg,-12.1385,49.9500
bg,16.3161,270.2607
bg,21.8593,215.1332
bg,2.8023,54.7597
bg,-4.4633,67.6808
bg,-2.1669,62.5430
bg,-25.4514,227.2282
bg,1.8111,92.0295
bg,-22.4178,119.2230
bg,17.4270,90.1685
bg,7.1643,185.0234
bg,-20.7068,128.9664
bg,15.0856,28.2085
bg,6.4664,169.2535
bg,6.7254,132.2797
bg,-25.8631,200.8821
bg,25.9363,260.7178
bg,-13.5067,19.5882
bg,-23.3644,230.1244
bg,4.6782,267.9215
bg,-12.0639,127.5443
bg,16.5806,351.9296
bg,0.5118,267.0088
bg,15.2586,197.5975
bg,25.3087,276.5482
bg,-18.7391,249.3694
bg,-22.2627,110.8319
bg,22.1655,183.6129
bg,-15.4102,96.7535
bg,1.5620,346.2892
bg,23.8907,16.1697
bg,19.0216,256.2821
bg,-8.7493,39.2653
bg,1.5775,279.3124
bg,10.3385,152.6452
bg,1.5773,110.5241
bg,-23.5651,46.5328
bg,-4.6354,164.9229
bg,7.6888,349.4934
bg,-0.6622,225.5537
bg,-6.2177,194.0419
bg,-3.4145,202.0507
bg,13.0866,214.5751
bg,-13.4071,113.0302
bg,-18.8355,152.0844
bg,-7.1527,148.1506
bg,-1.8336,88.7866
bg,-14.0559,32.7472
bg,-17.3702,137.2684
bg,6.9467,241.3758
bg,-8.1210,119.7698
bg,-8.5662,20.0004
bg,14.2223,282.9138
bg,-23.0615,165.5633
bg,19.5651,41.0488
bg,-24.2872,207.1133
bg,6.4846,285.8927
bg,25.8312,249.3343
bg,-8.1061,341.6761
bg,20.2428,145.7903
bg,5.5914,262.1656
bg,5.5631,216.8453
bg,25.5090,299.6644
bg,2.8102,179.3335
bg,0.9817,13.9669
bg,23.2939,99.5638
bg,-17.5768,225.7775
bg,13.3296,65.5904
bg,-16.4501,223.8070
bg,-20.6467,59.3456
bg,9.0042,265.4371
bg,10.6007,228.9279
bg,-1.0599,136.1063
bg,11.2834,343.6199
bg,13.4576,266.9603
bg,-6.6558,120.7180
bg,24.6141,268.7776
bg,-17.9086,215.0325
bg,25.1093,111.6876
bg,0.8854,343.1097
bg,20.9269,311.0473
bg,14.6828,214.2413
bg,25.5657,200.5739
bg,21.0257,68.0388
bg,-10.7514,9.6831
bg,-1.6607,330.9204
bg,25.0380,293.0171
bg,23.4391,279.2588
bg,5.6191,270.9121
bg,2.1703,276.6972
bg,7.0551,335.1126
bg,9.0263,156.4678
bg,-16.7749,13.9524
bg,20.8370,297.5301
bg,1.9373,243.3197
bg,-1.1621,79.6866
bg,12.6845,194.8520
bg,10.2020,356.2129
bg,25.6668,255.6826
bg,-6.6500,186.2845
bg,-16.5044,142.9519
bg,-24.8933,43.4412
bg,-2.8721,332.1391
bg,23.5471,33.7978
bg,25.9184,177.5661
bg,-1.4643,115.2183
bg,25.3026,28.4429
bg,-9.7682,226.1527
bg,17.9611,284.5946
bg,21.0547,258.4377
bg,22.4643,170.2064
bg,-9.0540,113.4676
bg,-19.7206,5.7067
bg,-21.9604,267.8307
bg,24.0666,170.8988
bg,16.9575,203.5424
bg,19.4525,324.4896
bg,15.1313,284.3152
bg,23.8289,176.8622
bg,0.5376,354.5070
bg,-18.3430,216.7953
bg,8.0283,186.1263
bg,-19.2799,151.6747
bg,-0.0488,109.0350
bg,16.3979,328.4290
bg,2.1573,46.7709
bg,12.6829,178.4478
bg,23.9005,243.4028
bg,-8.6117,10.0633
bg,11.7476,161.0472
bg,-24.3474,126.3468
bg,6.4328,228.9649
bg,-3.0320,227.2774
bg,-0.0997,151.7412
bg,25.7768,263.4794
bg,19.7165,236.0042
bg,22.2602,325.4654
bg,18.9158,296.8705
bg,-1.9279,38.8082
bg,-24.9034,196.6193
bg,-6.2174,209.9271
bg,11.2133,257.6247
bg,-15.0815,55.1435
bg,12.7163,26.0358
bg,14.4587,203.7611
bg,-23.1568,108.5847
bg,-7.6614,16.5957
bg,-13.8719,192.1961
bg,-0.7858,248.6473
bg,18.9687,340.7070
bg,-23.8131,258.8589
bg,0.5972,261.8260
bg,-14.2803,158.8740
bg,-24.5937,106.2800
bg,22.8304,18.0004
bg,15.3347,178.0771
bg,16.0980,210.3987
bg,-25.6691,195.3091
bg,4.4129,148.1894
bg,-5.0834,200.1740
bg,9.7563,18.9446
bg,23.1437,128.5540
bg,19.9726,164.8324
bg,9.4295,17.1828
bg,10.8781,176.6762
bg,23.5702,318.3662
bg,-16.7587,21.3275
bg,-18.2919,127.7353
bg,-1.1990,192.4402
bg,10.1944,1.4373
bg,-25.4964,253.0685
bg,3.1711,214.3302
bg,-11.4501,45.9400
bg,-22.2386,118.4327
bg,23.4971,17.3496
bg,18.3851,64.7705
bg,3.9206,19.7248
bg,16.3470,19.8188
bg,-12.6882,251.4741
bg,-13.7440,357.5363
bg,19.4966,184.9137
bg,5.9227,269.6418
bg,23.4590,193.6232
bg,-8.6312,222.8359
bg,14.7527,57.3015
bg,20.6476,168.0821
bg,23.4558,200.3672
bg,24.5161,319.1544
bg,2.1738,176.3597
bg,-25.5647,120.0510
bg,19.4389,357.1927
bg,-20.6275,184.3772
bg,-0.9324,206.5535
bg,4.6355,147.2471
bg,2.6812,37.4522
bg,0.0743,243.5102
bg,-13.0487,237.5988
bg,0.5009,50.2489
bg,3.8283,76.3423
bg,-23.5641,105.1286
bg,7.1432,322.5517
bg,1.3094,229.8068
bg,9.7280,349.7266
bg,2.9847,92.8613
bg,-5.4308,183.6311
bg,18.9279,12.4993
bg,-10.2492,102.8564
bg,7.3202,215.5034
bg,-17.5009,51.5830
bg,21.0658,67.4006
bg,-9.6407,23.6787
bg,-14.2853,141.2061
bg,-1.2019,63.4773
bg,2.8812,318.1944
bg,-24.4294,60.7879
bg,11.5888,302.2387
bg,-3.4962,213.5205
bg,8.3057,282.9271
bg,-6.2107,273.2989
bg,11.9303,203.9895
bg,-25.9274,192.6146
bg,-23.3591,127.5270
bg,2.5073,183.1156
bg,-7.3320,110.4309
bg,-23.5456,234.8017
bg,11.5443,198.5809
bg,-21.7043,198.9005
bg,25.8980,204.6450
bg,25.6260,334.9203
bg,-25.0048,209.1025
bg,-25.3666,105.2816
bg,4.9593,43.4456
bg,22.7670,2.0875
bg,-8.5245,105.1883
bg,8.4012,116.7510
bg,24.5459,134.0714
bg,1.2092,190.6651
bg,0.7805,259.2147
bg,13.8713,51.8480
bg,-10.9343,206.5140
bg,-12.9318,185.5883
bg,-10.9707,120.5053
bg,19.6239,240.2769
bg,3.3004,299.4548
bg,3.6341,327.2522
bg,-17.9176,219.7542
bg,17.0949,278.3426
bg,23.5673,231.7500
bg,24.1794,270.2468
bg,24.1860,195.3569
bg,9.4748,323.1332
bg,0.9802,272.6330
bg,16.7850,331.5289
bg,2.5957,168.4367
bg,15.9376,276.2687
bg,-11.7689,225.7066
bg,2.7190,344.9403
bg,-7.9498,133.8398
bg,-17.7551,70.1111
bg,-20.8209,152.3171
bg,-12.2212,5.2505
bg,19.0560,48.0490
bg,-0.9997,249.5705
bg,-19.5591,88.7018
bg,-1.4739,332.7652
bg,24.4524,187.1155
bg,23.4993,15.9092
bg,-7.7435,92.1716
bg,-4.0387,85.2568
bg,-18.7343,23.8943
bg,11.5352,244.0924
bg,-24.7121,204.0628
bg,10.1429,234.8140
bg,-15.9021,150.2817
bg,-20.3423,180.1460
bg,1.7115,292.9801
bg,16.6820,190.3129
bg,-20.1235,197.2103
bg,-6.7215,81.8360
bg,22.6436,232.8223
bg,-23.7718,122.4185
bg,-13.0933,83.9528
bg,-16.8084,200.7972
bg,-20.3751,33.5117
bg,-0.9642,289.4823
bg,1.7948,233.3045
bg,20.3141,67.9686
bg,16.1164,197.4332
bg,11.5814,169.6889
bg,1.3406,267.0009
bg,12.4001,353.0390
bg,-1.8915,166.3117
bg,20.4766,185.3605
bg,-9.6834,262.9675
bg,-21.3758,10.6945
bg,-8.1598,7.8039
bg,-3.3037,279.2635
bg,-24.6563,85.3877
bg,16.5640,22.5110
bg,-23.6177,263.2995
bg,14.1782,7.1912
bg,21.1398,163.6882
bg,-25.2837,58.0029
bg,-3.4418,268.1395
bg,24.8396,348.9329
bg,1.7332,163.0941
bg,8.9837,33.1349
bg,22.9786,277.8789
bg,-1.8705,225.4804
bg,22.7822,309.6353
bg,-4.3764,140.5883
bg,-18.7516,32.6337
bg,8.5955,345.6596
bg,-7.6452,265.0650
bg,-20.6992,41.9322
bg,-23.8280,232.1367
bg,-20.3466,135.3411
bg,18.2499,343.6833
bg,2.8578,243.3580
bg,1.6028,78.4799
bg,-4.5322,9.6586
bg,8.8774,156.2934
bg,9.9572,282.2119
bg,-2.0930,152.9632
bg,10.4537,317.7092
bg,23.4958,302.0438
bg,-12.7858,150.8421
bg,24.7195,278.6220
bg,-3.6007,243.4427
bg,23.6262,8.5006
bg,24.5066,207.2102
bg,3.7736,325.3028
bg,-20.4053,221.3967
bg,-9.5631,140.3953
bg,22.9338,160.1109
bg,-16.9855,222.8367
bg,-5.2178,80.2072
bg,-19.0961,154.5230
bg,-24.4738,102.0081
bg,-20.1853,67.3397
bg,17.7053,22.4105
bg,20.9822,248.1521
bg,-13.0876,215.8290
bg,-16.3467,242.8721
bg,-16.6453,23.3558
bg,13.4138,111.9571
bg,22.8043,243.5796
bg,-11.7885,52.4317
bg,21.3854,74.5753
bg,22.5638,333.2598
bg,17.3307,161.9096
bg,23.6420,13.3514
bg,16.0547,175.9470
bg,-16.5606,115.8901
bg,17.2278,219.7088
bg,-25.8938,64.2576
bg,-1.1504,92.2664
bg,-23.7221,249.8118
bg,11.5772,295.4144
bg,24.8719,309.7912
bg,21.1970,315.8950
bg,22.7823,39.8689
bg,-3.7176,355.0732
bg,5.5780,162.2372
bg,-2.9624,35.5968
bg,-21.2465,139.0984
bg,13.1455,16.7129
bg,22.3009,54.8783
bg,-15.4713,180.2584
bg,11.9484,185.9713
bg,6.0902,53.8512
bg,-4.3178,215.5100
bg,-22.4472,111.2856
bg,-21.6119,211.8399
bg,9.6536,85.7871
bg,-14.9488,259.9204
bg,-6.9115,187.5241
bg,25.9153,265.8045
bg,18.5719,311.2191
bg,5.6522,255.9711
bg,4.1479,91.5904
bg,21.0526,85.6657
bg,-8.0629,233.9682
bg,25.3396,291.2633
bg,-1.5938,343.3873
bg,-1.0117,139.5501
bg,-22.9892,50.6241
bg,0.9236,211.6463
bg,-6.6111,186.7870
bg,21.8271,318.7836
bg,-9.6927,111.0196
bg,2.0622,255.2799
bg,9.7491,178.0223
bg,8.1657,52.8346
bg,19.8076,29.2278
bg,15.7243,164.2658
bg,21.5795,170.5424
bg,20.2918,284.1564
bg,11.5052,144.1178
bg,14.3923,160.8525
bg,-23.1770,106.5154
bg,14.5016,334.1529
bg,4.5123,282.5112
bg,-5.3089,25.9323
bg,-6.6881,213.0266
bg,-17.9845,27.3720
bg,18.3182,236.2732
bg,15.1940,292.7153
bg,0.4534,328.7546
bg,-2.9892,151.2435
bg,-1.5138,43.9458
bg,25.6507,139.2733
bg,-22.4440,150.9605
bg,-25.2926,162.3854
bg,-18.9905,169.6467
bg,-19.2195,2.2180
bg,-8.9627,210.9851
