group,latitude,longitude
sig,4.0811,98.2059
sig,-6.4073,106.7776
assoc,5.1087,93.7344
sig,20.3132,109.9612
assoc,0.8472,110.0197
sig,23.4117,134.3009
sig,15.9921,267.0953
sig,19.1644,85.6558
sig,0.7311,116.8997
sig,-7.3943,100.5757
sig,-7.8478,101.0279
assoc,22.8606,283.4397
sig,-7.9827,104.0536
assoc,14.4265,285.7014
sig,-4.4377,103.7355
sig,-9.2775,159.9485
assoc,4.8098,356.8114
assoc,-9.2260,152.2564
sig,12.5966,267.4406
assoc,13.2407,268.1207
assoc,-3.9328,111.2985
sig,8.6304,283.8070
sig,16.2074,267.5222
sig,25.9083,147.9071
assoc,7.3145,286.7363
sig,0.6199,102.3517
sig,18.7327,165.7489
sig,8.5378,296.5157
assoc,20.1182,284.8474
sig,8.7653,14.6611
assoc,23.1333,260.5526
sig,23.8587,261.5096
assoc,-2.5294,136.3577
sig,22.1859,89.1293
sig,3.1923,299.7676
sig,18.7177,150.4642
sig,-2.7496,104.2569
assoc,14.6550,207.7352
assoc,25.1827,284.3540
sig,22.4033,284.2408
sig,7.6774,26.0934
assoc,14.3172,209.4609
assoc,24.5732,266.1199
sig,19.1609,262.1662
sig,10.6137,107.3064
assoc,-6.9557,101.7072
sig,14.1671,121.6062
sig,11.1253,290.7721
sig,18.5516,128.7422
sig,9.9918,115.6666
sig,12.5337,261.2392
sig,11.1972,117.1054
assoc,9.9026,118.4323
sig,21.9773,80.6760
sig,1.0455,175.7865
sig,15.9743,104.3808
assoc,5.6461,281.0237
assoc,18.3974,275.4548
sig,-5.8754,153.7996
sig,-7.6740,140.8658
assoc,21.4854,276.7068
sig,22.0428,130.4824
sig,20.7500,269.9915
assoc,3.5676,268.9951
assoc,25.3810,172.0400
assoc,20.9352,120.4289
assoc,5.1735,307.6391
assoc,10.6977,285.1028
assoc,16.7459,279.8807
sig,14.6978,261.2508
assoc,15.1793,261.7749
sig,16.0659,262.7514
assoc,24.2056,266.9484
sig,17.6270,275.0726
assoc,15.8926,277.0220
assoc,9.6977,275.9465
assoc,5.1039,280.5228
sig,8.4461,101.6117
sig,1.8568,281.5448
assoc,17.1859,127.5022
assoc,16.8679,268.8539
assoc,7.0015,278.9615
assoc,14.7589,262.7137
assoc,15.1491,263.1385
sig,9.0184,277.1702
assoc,22.4713,288.3914
assoc,24.3082,266.5521
assoc,14.5898,267.7457
sig,-6.9733,100.7673
assoc,18.3379,176.2346
assoc,10.3400,278.1022
sig,4.6272,100.6454
assoc,9.7760,274.8699
sig,-1.4029,281.2078
assoc,9.2318,263.5690
sig,4.9041,109.9451
sig,10.7644,249.9067
sig,-0.9252,20.1062
sig,16.1728,272.3176
assoc,24.6669,137.1887
assoc,15.8095,102.1448
assoc,6.1138,102.5564
sig,6.3796,303.0429
assoc,14.4534,280.4186
sig,24.5837,80.9597
assoc,12.3159,135.4827
assoc,2.7619,291.8930
assoc,7.0121,280.4751
sig,3.6824,283.7469
sig,0.6734,116.8910
assoc,9.9999,297.9208
sig,15.9797,267.3343
assoc,16.9767,120.6987
sig,7.7150,289.1508
sig,12.2870,269.5591
assoc,20.0710,278.2501
assoc,10.2417,293.8701
assoc,8.1087,296.0264
assoc,10.1573,0.5718
assoc,19.5060,304.1897
sig,14.0524,97.8573
sig,12.8563,283.5499
sig,15.9568,255.9483
sig,6.1197,300.4139
sig,-5.6031,240.4917
sig,-0.5908,293.1235
assoc,10.7228,111.0118
sig,6.9243,10.1672
sig,3.8739,124.6356
sig,10.1473,181.7367
assoc,14.3169,7.5924
sig,3.5024,301.9999
assoc,0.0370,281.1082
assoc,11.3482,290.3658
sig,20.0571,175.0576
sig,7.8334,120.3606
sig,6.5830,24.5843
sig,19.1971,290.7929
sig,-3.5012,120.0147
sig,13.0639,120.2539
sig,13.7286,22.5277
sig,21.8804,106.3536
assoc,20.8272,270.6598
assoc,11.7640,41.2525
assoc,11.7792,301.4277
assoc,11.7794,301.4278
assoc,14.0753,12.8138
assoc,10.8254,293.8235
sig,-9.3409,143.9141
assoc,15.9082,294.4549
sig,17.7372,43.8206
sig,12.2853,280.9223
assoc,12.2831,301.3813
sig,24.4841,262.7999
sig,14.8286,274.4163
sig,-1.4579,290.7402
sig,23.0243,121.7892
sig,16.0549,269.2750
assoc,11.0048,76.8395
assoc,6.9206,271.1940
assoc,12.4514,98.1860
sig,19.3122,112.4400
sig,22.5494,251.5027
assoc,15.6122,93.9893
assoc,16.1960,260.6049
assoc,21.6892,263.2792
assoc,2.7902,24.8216
assoc,22.4106,90.6354
assoc,10.5378,267.4532
sig,6.6877,293.3782
sig,-8.6667,99.2571
sig,-2.8315,105.0087
sig,9.3508,282.9136
assoc,9.0867,258.3918
assoc,-6.3082,155.4097
sig,24.4794,157.4084
sig,24.9143,205.3493
assoc,-5.4316,32.3342
sig,22.9000,314.1168
sig,16.9088,248.5752
assoc,1.9384,290.0075
sig,2.6509,290.6987
sig,4.6741,292.6703
sig,15.8522,345.0986
assoc,15.3491,263.1987
assoc,18.5896,251.9664
sig,17.6464,253.0554
sig,14.3540,256.7078
sig,10.2975,352.1074
assoc,9.1317,278.1647
sig,4.2420,293.7878
sig,-0.6091,18.5249
assoc,17.3566,286.7517
sig,16.7945,149.8982
sig,2.5877,297.5212
sig,8.2428,278.8301
sig,-0.4500,290.7980
sig,-5.1501,100.3385
sig,2.7452,23.3419
sig,3.2161,23.7996
sig,1.8086,18.6548
sig,2.0029,18.8432
sig,13.9538,122.3046
sig,-22.0809,208.0097
sig,14.8924,291.1003
assoc,22.4241,299.9326
assoc,-11.9482,167.2593
assoc,18.5392,279.3978
assoc,-1.8139,106.2233
sig,21.1835,272.4468
assoc,7.2239,287.6507
assoc,19.2288,250.5590
sig,14.6228,93.0202
assoc,16.1103,184.1006
sig,13.9522,273.1790
sig,12.7039,274.5047
sig,-0.8997,118.2571
sig,-7.8761,229.0509
sig,-7.8752,229.0518
assoc,-3.7891,160.3279
assoc,-0.3043,134.3807
assoc,7.4749,288.9947
assoc,4.3665,122.2972
sig,-2.9233,129.3694
assoc,2.2742,100.0810
sig,-2.8451,146.1467
sig,14.6072,274.0750
sig,-6.5280,125.3517
assoc,12.8648,178.4211
assoc,-1.4096,286.3421
sig,-5.4269,144.7454
assoc,5.3020,9.2810
assoc,3.4080,294.6111
sig,1.8663,152.3296
sig,13.7675,67.2921
assoc,-12.6413,161.2135
sig,-7.7824,103.9738
sig,-8.6657,104.8589
sig,-6.7465,112.1504
assoc,2.8997,283.7978
assoc,5.0345,2.3678
assoc,18.8912,279.9662
assoc,8.5735,104.6807
sig,3.1157,110.0619
assoc,-2.6159,115.6157
sig,9.4450,120.4785
sig,-21.2025,131.5923
sig,8.4186,285.4318
sig,-2.7239,14.9472
assoc,19.9426,157.5622
assoc,-6.3861,136.0232
assoc,7.0808,115.3602
sig,1.8763,23.4452
assoc,-10.6900,158.3271
assoc,-6.5723,162.4715
sig,-6.2120,114.3265
sig,5.7846,122.2437
assoc,-12.3056,151.2144
sig,-2.3850,20.0431
assoc,-4.5428,132.6855
sig,-6.7228,141.7823
assoc,8.1260,283.0260
sig,13.0596,114.6829
assoc,9.1428,118.7259
assoc,5.4304,106.8351
assoc,10.8892,177.5321
assoc,-16.3484,132.9952
sig,-16.2663,125.3813
sig,-15.0794,160.7896
sig,-14.5889,161.3225
sig,-18.1458,129.3402
sig,5.3493,116.6544
sig,-19.3156,148.4618
sig,-13.3946,130.8311
sig,-16.4259,134.7667
assoc,2.1714,308.5415
assoc,9.0748,93.3326
assoc,8.5162,331.5143
sig,-8.4766,120.8624
assoc,-5.6657,132.8203
sig,-7.7928,190.5365
assoc,24.7180,318.2534
assoc,-10.7375,131.5446
assoc,-18.3373,143.7913
sig,-11.0181,127.4995
sig,-9.8721,31.6704
sig,-2.2389,110.6875
sig,-14.9574,18.8194
sig,1.9770,11.5362
sig,4.7042,14.1909
sig,-17.8205,133.1205
sig,-12.8857,138.5364
assoc,17.6003,277.0073
sig,-11.8614,18.3571
assoc,1.9171,2.1458
assoc,-6.2622,141.5149
sig,-16.6894,123.1409
sig,-0.2500,114.2333
assoc,-5.0632,148.1779
sig,-9.6368,119.3741
sig,-12.3326,19.5947
sig,-1.7553,5.8972
assoc,3.5363,99.2985
assoc,-19.0515,45.9059
assoc,9.8090,155.2421
sig,-4.4976,23.0820
assoc,15.2851,247.5497
sig,7.6946,106.1943
sig,-10.6374,120.4681
assoc,2.5309,10.5162
sig,-13.5772,118.7812
sig,-12.9665,119.4292
assoc,20.2878,279.0621
assoc,-4.9947,111.0790
sig,-19.8671,147.3830
sig,-16.3337,46.3002
assoc,15.8170,252.4850
assoc,4.4435,357.4208
assoc,-1.6540,23.8421
sig,-2.7152,21.1301
sig,-0.0748,281.5787
assoc,-10.6151,219.2308
sig,-17.1746,213.6144
sig,-0.1110,14.8661
sig,-21.8926,38.2465
sig,-11.1680,91.3665
assoc,-16.1745,44.1820
assoc,10.6099,222.9030
assoc,-18.5073,181.1147
sig,-11.8066,125.2765
sig,-8.5984,24.9990
sig,-9.3049,25.7114
assoc,18.6849,203.7024
assoc,-18.5063,141.1508
sig,-10.1882,28.9132
sig,-11.8789,120.4295
sig,-14.7012,145.1224
sig,0.4458,105.6666
assoc,-7.0673,157.7563
sig,-16.1652,142.9922
sig,-4.4489,26.4571
assoc,-7.1906,110.2394
sig,-14.7632,126.5087
sig,-17.2060,129.2161
assoc,-6.0156,152.4272
sig,-3.3622,155.0251
sig,-0.2590,158.0347
assoc,0.1548,154.6997
sig,-12.7725,19.9141
sig,2.2227,152.9676
assoc,18.3116,251.3895
assoc,-3.8348,152.6815
assoc,-15.2597,140.0957
sig,-20.1553,126.0788
assoc,22.5079,242.5495
assoc,11.5718,158.0173
assoc,-14.9924,39.0718
sig,-19.9459,122.5973
sig,-18.1708,120.9558
assoc,12.6612,218.4307
assoc,1.0637,8.0304
sig,-25.9053,148.4089
sig,-3.8371,57.5493
assoc,-15.3476,126.0040
sig,-3.4648,158.6465
sig,-17.8392,43.0141
assoc,-12.8482,169.2342
sig,6.5893,125.7678
assoc,-0.6890,108.6095
assoc,2.1714,298.4236
sig,-7.7272,163.8011
assoc,-3.8115,22.1690
sig,13.2708,318.5622
assoc,-17.4092,213.3787
assoc,8.5741,220.9137
sig,-4.9974,15.9448
assoc,-5.3690,16.3094
assoc,8.8446,133.0588
sig,-10.7815,21.1334
assoc,10.8150,243.2162
sig,11.2099,97.3300
sig,-2.8251,14.1659
sig,2.7163,344.5514
assoc,-14.3403,22.1190
sig,-19.1639,16.4612
sig,0.4798,26.2104
sig,-9.6455,15.3457
assoc,-7.8665,6.4341
assoc,11.5741,125.9028
assoc,9.5781,289.8857
assoc,4.5486,346.9470
sig,-21.2658,39.8926
sig,-11.7609,112.2718
assoc,-23.4981,147.3045
sig,-25.7190,150.3373
sig,-15.8836,124.7341
assoc,-13.5306,127.2870
sig,6.8023,98.9556
sig,-4.1783,143.0323
sig,-11.2822,125.8914
assoc,0.9864,138.0816
sig,0.1653,349.6648
sig,-11.8318,145.9579
sig,-1.6383,11.9757
sig,-8.2897,18.5059
sig,0.8377,345.1048
sig,-9.2776,40.0672
assoc,-3.1692,123.0151
sig,-14.1483,132.4738
sig,0.1579,18.2361
assoc,-15.9871,129.4294
sig,-8.8799,26.2760
sig,-25.5006,217.9056
sig,-0.9817,2.5399
sig,-3.8601,5.3347
sig,-4.2071,22.5827
sig,-4.0665,348.4566
assoc,7.6478,104.3384
assoc,7.4424,117.7954
sig,6.8470,284.4335
sig,1.8566,354.7227
sig,-16.5764,26.3195
sig,-14.0145,29.1256
sig,-2.1673,16.8181
assoc,-7.7072,97.3728
assoc,-8.5805,118.8337
sig,4.6877,282.8356
sig,-9.9703,22.3769
assoc,-9.0058,160.4363
assoc,2.1630,101.0154
sig,4.2238,275.0707
assoc,7.3039,125.3445
sig,9.3310,103.1358
assoc,23.5027,281.4779
assoc,4.1296,278.4498
sig,9.1043,112.5826
sig,4.5128,287.7546
sig,-14.2094,53.0600
assoc,6.8189,69.7655
assoc,-0.0529,24.3609
assoc,10.0671,101.5237
assoc,-4.1341,118.0491
sig,12.6446,288.1470
assoc,17.3172,102.0511
sig,-1.6034,34.3354
sig,-4.6925,14.3896
sig,-5.5447,15.2255
sig,-20.9510,173.6322
sig,-6.2908,109.3106
assoc,-19.2338,178.4393
sig,-8.6646,14.7090
assoc,0.8320,98.7605
assoc,-2.0115,358.8503
sig,2.1978,114.4535
sig,-4.4123,120.8658
sig,-1.2612,113.5593
assoc,-10.7580,72.7022
sig,2.8010,349.0757
assoc,2.6589,103.1833
sig,14.6060,118.6356
sig,-14.5356,140.9927
sig,4.7309,287.8800
sig,4.7641,304.8882
sig,-0.9738,116.5410
assoc,7.8826,343.0988
sig,2.3594,348.5225
sig,16.3876,78.3636
sig,3.0822,351.9960
sig,1.2809,10.8976
sig,-11.3053,136.6634
assoc,-2.3713,117.7950
sig,5.5122,73.3951
sig,-3.8321,12.2514
assoc,9.3881,264.4380
sig,6.3771,350.7858
assoc,5.6492,277.3509
assoc,25.8057,296.6517
sig,2.6820,101.2073
assoc,12.6689,245.9151
sig,-2.1619,102.8815
assoc,-20.0854,153.2010
sig,-2.5732,123.1490
assoc,21.6367,120.6629
assoc,13.3180,270.0959
sig,17.8705,129.6923
assoc,15.2598,263.8947
assoc,17.8457,271.5235
sig,23.9473,270.5845
sig,14.9026,119.2576
sig,20.8237,104.9230
assoc,7.5193,301.9466
assoc,12.7174,280.1810
assoc,5.1138,287.8701
sig,10.2881,276.9437
sig,13.0324,85.9033
sig,-5.6714,100.9076
assoc,-12.7771,108.1114
sig,0.3423,21.2138
sig,7.9605,347.0966
assoc,15.3650,263.1218
sig,-10.6484,115.9290
sig,-6.6570,108.3624
assoc,4.5508,343.3212
sig,9.0242,9.6626
sig,13.1439,102.5623
sig,11.7639,287.0667
sig,-4.0782,108.7979
assoc,-11.2498,115.9691
assoc,12.5099,279.2034
sig,-24.8582,197.5107
assoc,-11.6052,109.2533
sig,3.3331,309.1077
sig,16.1024,122.8340
assoc,8.8916,5.7054
assoc,10.0740,340.2731
assoc,2.1686,299.6242
assoc,7.8619,117.2974
sig,11.5464,283.6198
sig,11.1787,283.5984
assoc,-0.3966,28.4404
sig,20.9736,99.4730
assoc,23.9734,285.9760
assoc,-12.5382,107.2377
sig,10.7517,126.7909
assoc,8.3792,3.2055
sig,24.1374,112.5806
assoc,-11.6739,150.2090
assoc,-7.5553,122.4442
sig,-5.5229,100.2209
sig,12.6640,118.1963
sig,15.3677,121.0980
sig,21.0092,81.7863
sig,13.3333,285.0210
assoc,-1.1712,295.3156
assoc,24.0441,290.6051
assoc,2.7034,121.8761
sig,23.3814,282.7941
sig,23.3813,282.7942
assoc,19.1361,118.4295
sig,-0.8500,114.7970
assoc,8.0313,272.2413
sig,10.3977,285.0735
sig,10.5148,285.1934
assoc,13.6700,264.2543
sig,2.6045,10.7660
assoc,25.0713,129.0093
sig,20.8457,126.5423
assoc,17.1394,164.0976
sig,-14.4690,183.6222
sig,14.4600,272.2442
assoc,-24.8458,185.5881
assoc,6.6910,280.9860
assoc,10.8552,260.9473
assoc,25.8515,133.2653
assoc,25.8516,133.2654
sig,18.1821,132.8804
sig,-7.6554,103.5439
assoc,10.4387,284.4284
sig,19.7874,106.4429
sig,18.7574,83.4262
assoc,9.6030,283.6893
assoc,9.0296,280.7660
assoc,22.4916,121.4012
assoc,10.5309,270.5055
assoc,14.7857,108.3542
assoc,10.3134,206.4926
assoc,14.7606,122.1280
sig,10.0639,120.8838
assoc,10.9490,268.0567
assoc,2.9813,275.9867
assoc,-5.8296,114.9210
sig,12.6978,117.3470
sig,11.7952,118.2916
assoc,3.5968,126.4981
assoc,-16.2672,167.2280
assoc,10.2785,256.0222
assoc,5.2907,263.2566
assoc,17.8331,104.7341
assoc,18.6357,261.6004
assoc,6.5133,258.5623
sig,-3.8896,99.0578
sig,-0.5323,68.0755
assoc,22.0664,283.0334
assoc,15.8543,272.2176
sig,17.0654,273.5713
sig,21.2041,278.4605
sig,14.7370,118.4707
assoc,17.1158,121.2699
sig,-5.2117,24.0022
assoc,16.1049,154.6702
sig,2.2259,300.6024
assoc,11.6766,121.5625
sig,3.1980,26.1374
sig,10.2751,354.8801
sig,1.6182,24.1914
sig,16.2720,268.8521
sig,8.5884,294.2172
assoc,5.2269,273.3219
sig,-6.5136,100.7000
sig,-2.9916,104.1498
sig,16.9154,108.8419
sig,-1.6451,25.8137
assoc,16.2892,265.2826
assoc,11.7975,100.4903
assoc,7.2997,280.2671
assoc,11.1435,236.1575
assoc,10.9044,280.4455
assoc,5.2001,287.1187
sig,18.0308,284.7066
sig,17.2351,267.6680
assoc,-2.5633,17.9563
sig,12.2950,271.5012
assoc,18.4877,287.0006
assoc,8.4322,236.3934
assoc,25.7754,159.5450
sig,25.8331,128.4813
sig,13.0757,16.1823
assoc,8.7011,274.7515
assoc,18.0179,284.7039
sig,9.9260,272.5335
assoc,21.3897,285.2800
sig,11.2674,343.1462
sig,0.9528,305.1311
assoc,22.8922,136.2530
assoc,11.8187,73.7301
sig,9.5115,22.8979
sig,11.8529,25.3029
sig,6.9481,283.4051
sig,16.2385,75.0242
assoc,17.7900,107.8626
sig,1.5385,295.4351
sig,4.2328,298.0550
sig,7.5237,301.2989
sig,13.0484,272.3265
assoc,9.0431,276.4593
sig,16.7664,269.5171
assoc,4.7570,350.5533
sig,11.4023,284.4848
sig,16.5930,72.0410
sig,3.8253,10.4259
sig,22.1332,75.1819
sig,10.7142,276.9256
sig,4.4733,28.3978
assoc,12.2925,299.3486
sig,10.1252,272.8777
assoc,13.8013,276.7140
assoc,15.9342,279.0343
sig,9.5397,348.7442
sig,-3.2334,138.6234
assoc,22.0606,140.8879
assoc,8.3408,277.2677
assoc,7.8916,291.4114
sig,9.7038,293.2370
sig,17.2351,252.8172
sig,24.2211,280.0418
assoc,25.8458,253.5634
sig,-2.6186,139.1564
assoc,18.3355,274.8698
assoc,12.6728,338.6280
assoc,3.5792,114.1201
sig,14.7771,267.4427
sig,25.3287,280.2833
sig,7.0312,13.7201
assoc,-1.3122,292.9006
assoc,2.1679,296.2704
sig,6.5950,300.6007
assoc,0.0861,101.9932
assoc,25.1813,273.2046
assoc,17.5972,274.4726
sig,17.0806,45.0646
assoc,17.6139,281.0916
sig,-0.9688,23.4562
assoc,5.7243,304.2636
assoc,18.0816,87.8027
sig,9.4951,268.9750
sig,12.0061,271.5559
assoc,19.5977,279.9746
assoc,25.6555,278.2400
sig,14.8323,277.7695
assoc,22.0585,286.7144
sig,14.3423,126.0839
assoc,12.0384,125.1061
assoc,21.1696,184.0733
assoc,17.7706,188.1178
assoc,8.7183,285.8351
assoc,12.4677,287.4132
sig,2.9765,296.9268
sig,7.5899,281.2885
assoc,11.6798,236.9855
assoc,24.2940,294.3401
assoc,21.1999,177.2001
sig,20.9329,177.5299
assoc,-5.8848,104.8866
assoc,17.3897,87.5752
assoc,10.9072,154.2380
sig,10.6914,294.9996
assoc,21.6105,179.2873
assoc,6.8753,293.4475
assoc,16.8672,125.2169
sig,19.6836,110.1334
assoc,13.4428,113.7389
assoc,12.4893,283.2477
sig,-9.8487,140.0048
sig,25.6156,358.7525
assoc,12.9401,301.2865
assoc,9.4171,304.9268
assoc,19.8093,69.9802
assoc,-18.4856,139.3935
assoc,-0.6779,118.0226
assoc,3.9544,122.5162
sig,11.9600,82.0942
assoc,11.2423,226.9865
assoc,-3.6363,111.7603
sig,10.4691,127.4899
sig,10.4695,30.5799
sig,20.8774,85.3320
sig,-1.5938,13.4531
sig,23.0365,85.5952
assoc,13.0339,287.6318
sig,-8.9834,139.8599
sig,20.0895,85.9005
assoc,9.1355,283.6787
assoc,24.6751,267.0711
sig,5.0717,293.7296
assoc,-8.9860,134.6314
assoc,11.9668,82.6518
assoc,22.2316,94.3544
sig,-5.1568,122.5514
assoc,-14.0118,131.5710
assoc,2.6388,287.9825
assoc,7.3015,289.1860
assoc,17.4054,165.2499
assoc,4.2391,103.1362
sig,-1.8407,24.5634
sig,13.0923,108.7160
sig,19.0343,119.4184
assoc,8.1213,232.1620
assoc,6.2281,299.6020
sig,-6.4245,138.5803
assoc,-5.3176,160.5455
assoc,-5.0393,136.5963
assoc,-1.6790,136.5242
assoc,5.1007,7.0849
assoc,5.6801,290.5144
sig,-7.8091,138.0482
sig,-5.9280,18.8029
assoc,9.5519,266.2026
sig,-7.3637,152.7364
sig,15.3183,288.1678
assoc,8.4313,119.7473
sig,12.7853,266.6674
assoc,13.9072,76.9689
sig,-20.0797,33.8713
assoc,6.3912,294.0721
sig,9.0063,121.9145
sig,-4.5167,148.9086
sig,12.1953,139.5467
sig,9.6526,111.0333
sig,5.2626,119.0076
sig,0.8184,123.3333
assoc,-11.3106,111.0967
assoc,9.7705,298.2960
sig,4.6600,120.3627
sig,-17.2907,131.8528
sig,-18.0575,132.7302
assoc,11.0613,244.5620
assoc,-15.2236,150.4666
sig,4.4490,297.0351
sig,-18.9265,127.1362
assoc,12.0242,282.8195
assoc,9.2443,285.6738
sig,18.2760,121.4118
assoc,15.5127,284.5349
assoc,-0.9948,147.0999
assoc,3.0586,22.0681
assoc,14.1402,276.4521
sig,12.7212,268.9046
assoc,-12.1859,27.2567
sig,-18.5801,152.0972
sig,-13.4601,41.9195
sig,-8.3557,140.7694
sig,15.4612,131.6982
assoc,11.4372,135.9841
assoc,14.8370,271.1200
sig,4.6878,25.8372
sig,-3.0824,143.7220
sig,17.4735,98.6543
sig,-12.2013,128.6344
sig,-3.7991,6.9078
sig,-12.6270,133.6020
assoc,15.6045,252.9792
sig,6.4506,358.0433
sig,-0.4500,11.4918
sig,-8.6299,139.7347
assoc,3.4740,6.2571
assoc,-2.6445,287.6709
assoc,10.4309,100.2563
sig,-15.5384,31.3727
sig,-5.9262,153.5862
sig,-6.8879,149.3772
sig,-5.2581,147.7288
assoc,-1.7649,151.1333
assoc,0.9843,126.3249
sig,-15.1401,131.0781
assoc,-19.7908,219.3814
assoc,-3.7973,281.4524
sig,0.3296,115.9434
sig,7.9504,71.7284
sig,12.6559,118.4948
sig,-19.7331,124.1216
assoc,10.6543,77.6137
assoc,-19.6693,35.8965
sig,-25.5395,131.1466
assoc,-10.5560,27.6487
sig,-0.4986,12.7388
sig,22.1909,272.8684
assoc,-14.6403,110.5420
sig,-14.7696,37.7567
sig,-6.6779,21.8821
sig,-9.6935,12.4273
sig,-6.1256,15.9951
assoc,10.0795,242.9636
sig,-16.8113,40.4545
sig,-2.9411,83.0434
sig,-17.8939,46.9060
assoc,5.9823,189.0371
sig,-1.0679,23.2101
sig,2.0748,355.9554
sig,-19.9714,136.6229
assoc,-17.1455,126.9594
assoc,5.7182,294.4206
assoc,-8.5943,135.7539
assoc,-17.6699,228.7040
assoc,-25.5900,34.3400
sig,-13.8290,41.1516
sig,-1.2174,287.6998
sig,1.2976,19.7255
assoc,6.6933,122.7724
sig,-15.3755,57.5525
sig,-3.0204,20.7532
sig,-3.7301,133.6813
assoc,0.6863,346.6459
sig,-13.1775,15.2290
assoc,2.4903,311.2502
assoc,-17.3961,221.6929
assoc,-16.2311,39.6101
sig,-21.5339,45.8468
sig,-0.3229,286.6278
assoc,-11.8080,225.3966
assoc,1.6134,286.3112
assoc,-18.8797,216.8421
assoc,-17.7856,218.1110
assoc,-15.7254,220.4271
sig,7.0073,118.9939
assoc,-23.1787,183.7972
assoc,-12.6784,141.6904
sig,-15.0760,18.0780
assoc,-17.5696,219.1264
sig,-1.1469,153.8499
assoc,-17.2778,36.7088
assoc,-9.8279,110.8673
sig,4.4365,0.0510
sig,-15.7816,138.2407
sig,-19.7160,18.5895
assoc,-20.2640,19.2486
assoc,-19.6548,215.1122
sig,-17.4297,217.7051
assoc,-22.4222,24.3730
sig,-13.1085,131.1716
assoc,-20.6954,212.7701
assoc,-23.7468,216.6566
assoc,-22.4916,214.0593
sig,-0.6077,116.3587
assoc,6.1197,95.6173
assoc,1.1698,15.0847
sig,-16.4480,134.8159
sig,-20.5733,22.4490
sig,-12.7799,124.9953
assoc,-21.0345,230.8980
sig,-16.6354,190.3648
assoc,-15.8315,118.6542
sig,4.5719,316.2641
assoc,-15.1934,233.1347
sig,-4.8495,125.7249
assoc,-3.3267,279.6043
sig,1.1414,110.8310
sig,-5.6860,5.0556
assoc,1.7871,119.3795
assoc,-14.2047,32.7551
assoc,-6.1467,121.1283
sig,-15.6974,131.0096
assoc,-6.7970,106.5078
assoc,-13.7942,207.2993
assoc,4.1367,141.0485
sig,-6.0789,120.2922
assoc,2.2242,108.9847
assoc,1.0544,110.1187
sig,-2.5481,113.6087
sig,-16.8670,213.4151
assoc,5.5335,8.8911
sig,-3.5605,87.1505
assoc,-11.4205,70.7874
sig,-21.4391,204.7865
sig,-21.2546,205.0159
sig,-1.3721,130.2343
sig,1.3010,290.7101
assoc,-10.6153,89.3808
assoc,-8.6318,91.3946
sig,4.9833,7.8387
assoc,-2.9783,125.3559
sig,-11.4953,85.2595
assoc,-12.7307,226.0350
sig,-9.1721,149.2658
assoc,-13.7312,32.9229
sig,-20.3095,40.3774
assoc,-17.1653,227.2036
assoc,-21.1210,231.8777
sig,-8.5484,145.4306
sig,-0.5427,294.2835
assoc,-25.9908,45.6194
sig,-8.5141,32.5785
sig,4.3136,99.4757
assoc,5.9631,254.1940
assoc,-12.0731,123.5450
assoc,10.6981,122.0443
assoc,-2.6741,204.6661
assoc,-20.4052,199.1690
sig,-23.8691,203.5725
assoc,-9.2910,118.7406
assoc,-15.1286,165.7395
sig,-19.0684,129.2152
sig,-12.7792,36.2030
assoc,-14.9091,200.2400
sig,0.0837,281.6723
assoc,-15.5565,192.6284
assoc,-3.5866,196.0762
sig,-3.2399,10.5948
assoc,-7.0304,47.4436
sig,3.6073,91.4119
assoc,-0.3694,283.5313
sig,1.6743,285.5106
assoc,2.7683,286.5724
assoc,-5.8693,11.8872
sig,-15.3856,20.0526
sig,-8.8354,26.9129
assoc,0.6683,105.7425
sig,5.5889,267.5649
assoc,-18.0495,218.8962
assoc,-1.0503,104.5682
assoc,-10.0061,40.7790
assoc,22.2484,197.8854
assoc,-9.9468,19.5715
sig,0.7911,123.8900
assoc,-7.1526,107.4310
sig,-0.6990,122.4151
assoc,5.1704,116.5290
assoc,8.6306,64.6781
sig,-3.9114,116.1961
sig,-3.9112,116.1963
sig,6.2152,5.0158
sig,16.2547,268.3249
sig,-6.4732,13.7604
sig,6.0212,337.5248
assoc,-7.5336,122.7290
sig,-2.0742,136.0027
sig,-6.4041,118.5201
sig,1.9391,112.5975
sig,-13.7676,24.3250
sig,-11.2141,144.4908
sig,7.8045,74.2729
assoc,11.2131,260.8754
sig,-0.4281,345.5006
sig,6.3130,349.6815
assoc,5.9971,48.7825
sig,-4.6992,10.7804
sig,-5.1470,11.2191
sig,-0.2495,101.2403
assoc,-3.8406,127.8965
sig,4.6441,22.8356
sig,2.9889,24.4497
sig,0.0952,25.8871
sig,-11.7051,181.1090
assoc,3.6854,93.3197
sig,-6.5655,30.6798
sig,2.9428,122.3984
sig,-19.2242,180.2062
sig,5.9904,9.2592
sig,-13.5054,216.1098
assoc,-23.9194,204.1851
sig,-1.5042,104.2076
assoc,1.4307,146.7252
sig,-11.0720,11.5669
assoc,8.0952,342.8136
assoc,7.5392,343.3689
sig,-14.6234,196.0204
sig,17.3941,115.1519
sig,21.2456,86.3800
assoc,6.5455,282.9821
sig,0.3461,11.5737
assoc,25.3947,183.3838
sig,12.4174,95.3346
assoc,-4.6889,120.7925
assoc,-2.7929,98.4406
sig,14.9059,84.6434
sig,-4.1201,103.6478
sig,-5.8740,105.3677
assoc,7.0326,20.1750
sig,4.5191,116.4435
sig,-5.1408,101.6302
